"44_0000_00","225705007","01626460"
"44_0000_00","225705015","01626468"
"44_0000_00","225705002","01626473"
"44_0000_00","225705005","01626492"
"44_0000_00","225845006","01627154"
"44_0000_00","225845002","01627411"
"44_0000_00","225845007","01627416"
"44_0000_00","225845008","01627422"
"44_0000_00","225845004","01627433"
"44_0000_00","225845005","01627444"
"44_0000_00","226045004","01628411"
"44_0000_00","226045002","01628433"
"44_0000_00","226032001","01628444"
"44_0000_00","226045005","01628466"
"44_0000_00","224545005","01629412"
"44_0000_00","224545004","01629426"
"44_0000_00","224545008","01629442"
"44_0000_00","227232002","01642447"
"44_0000_00","227232005","01642452"
"44_0000_00","227231001","01642452"
"44_0000_00","227245001","01642466"
"44_0000_00","227232009","01642472"
"44_0000_00","227331001","01643450"
"44_0000_00","227445001","01644424"
"44_0000_00","227445002","01644481"
"44_0000_00","229045002","01645410"
"44_0000_00","229045007","01645420"
"44_0000_00","229045001","01645428"
"44_0000_00","229045005","01645430"
"44_0000_00","229045003","01645433"
"44_0000_00","229045004","01645442"
"44_0000_00","229045006","01645460"
"44_0000_00","227645003","01646407"
"44_0000_00","227645001","01646422"
"44_0000_00","227645002","01646455"
"44_0000_00","227645005","01646466"
"44_0000_00","227732019","01647151"
"44_0000_00","227732015","01647151"
"44_0000_00","227732007","01647151"
"44_0000_00","227732003","01647406"
"44_0000_00","227732002","01647415"
"44_0000_00","227732004","01647430"
"44_0000_00","227732012","01647442"
"44_0000_00","227732013","01647456"
"44_0000_00","227732006","01647459"
"44_0000_00","227732014","01647466"
"44_0000_00","228045001","01650444"
"44_0000_00","228045008","01650466"
"44_0000_00","228045009","01650477"
"44_0000_00","228045006","01650488"
"44_0000_00","228132005","01651410"
"44_0000_00","228132007","01651414"
"44_0000_00","228132010","01651425"
"44_0000_00","228132004","01651430"
"44_0000_00","228132003","01651454"
"44_0000_00","228132009","01651457"
"44_0000_00","228132008","01651457"
"44_0000_00","228132001","01651457"
"44_0000_00","228245004","01652416"
"44_0000_00","228245006","01652458"
"44_0000_00","228245005","01652458"
"44_0000_00","228245003","01652458"
"44_0000_00","228245002","01652469"
"44_0000_00","227732017","01647473"
"44_0000_00","227832002","01648406"
"44_0000_00","227832001","01648446"
"44_0000_00","227932009","01649447"
"44_0000_00","227932010","01649450"
"44_0000_00","227945001","01649462"
"44_0000_00","227932014","01649462"
"44_0000_00","228045005","01650411"
"44_0000_00","228045007","01650422"
"44_0000_00","226545001","01634408"
"44_0000_00","226545004","01634433"
"44_0000_00","226545008","01634439"
"44_0000_00","226545011","01634467"
"44_0000_00","226545007","01634478"
"44_0000_00","226545003","01634489"
"44_0000_00","226545012","01634495"
"44_0000_00","226603002","01635407"
"44_0000_00","226645004","01635419"
"44_0000_00","226645009","01635436"
"44_0000_00","226645003","01635442"
"44_0000_00","226645012","01635456"
"44_0000_00","226645002","01635459"
"44_0000_00","226645008","01635464"
"44_0000_00","226645006","01635464"
"44_0000_00","226645001","01635464"
"44_0000_00","226645010","01635470"
"44_0000_00","226645005","01635476"
"44_0000_00","226645007","01635479"
"44_0000_00","226732001","01636428"
"44_0000_00","226732003","01636434"
"44_0000_00","226732004","01636445"
"44_0000_00","226745001","01636456"
"44_0000_00","226732009","01636468"
"44_0000_00","226732010","01636480"
"44_0000_00","226732014","01636491"
"44_0000_00","226832017","01637407"
"44_0000_00","226832011","01637412"
"44_0000_00","226832016","01637417"
"44_0000_00","226832015","01637422"
"44_0000_00","226832018","01637435"
"44_0000_00","226832010","01637468"
"44_0000_00","226832019","01637479"
"44_0000_00","226832014","01637482"
"44_0000_00","226945011","01638406"
"44_0000_00","226932002","01638418"
"44_0000_00","226945009","01638440"
"44_0000_00","226945012","01638460"
"44_0000_00","226945010","01638462"
"44_0000_00","227145003","01640412"
"44_0000_00","227145008","01640434"
"44_0000_00","227145002","01640445"
"44_0000_00","227145011","01640456"
"44_0000_00","227145005","01640456"
"44_0000_00","227145007","01640460"
"44_0000_00","227145006","01640466"
"44_0000_00","227145009","01640479"
"44_0000_00","227545002","01641404"
"44_0000_00","227545001","01641413"
"44_0000_00","227545003","01641425"
"44_0000_00","227232008","01642411"
"44_0000_00","227232006","01642429"
"52_0000_00","232745003","03610402"
"52_0000_00","232745005","03610404"
"52_0000_00","232745007","03610407"
"52_0000_00","232745006","03610407"
"52_0000_00","232745001","03610407"
"52_0000_00","232745009","03610410"
"52_0000_00","232745002","03610416"
"52_0000_00","232745008","03610419"
"52_0000_00","232745004","03610422"
"52_0000_00","236245005","03612402"
"52_0000_00","236245008","03612404"
"52_0000_00","236245011","03612407"
"52_0000_00","236245010","03612407"
"52_0000_00","236245007","03612407"
"52_0000_00","236245016","03612410"
"52_0000_00","236245002","03612413"
"52_0000_00","232845001","03612413"
"52_0000_00","236245013","03612416"
"52_0000_00","236245003","03612416"
"52_0000_00","236245004","03612419"
"52_0000_00","236245014","03612420"
"52_0000_00","236245009","03612422"
"52_0000_00","236245015","03612425"
"52_0000_00","236245006","03612425"
"52_0000_00","236445036","03613101"
"52_0000_00","236445030","03613101"
"52_0000_00","236445016","03613101"
"52_0000_00","236445035","03613154"
"52_0000_00","236445020","03613154"
"52_0000_00","236445026","03613162"
"52_0000_00","236445038","03613404"
"52_0000_00","236445019","03613416"
"52_0000_00","236445033","03613425"
"52_0000_00","236445018","03613429"
"52_0000_00","236445027","03613434"
"52_0000_00","236445034","03613437"
"52_0000_00","236445032","03613437"
"52_0000_00","236445021","03613440"
"52_0000_00","236445022","03613445"
"52_0000_00","236445037","03613448"
"52_0000_00","236445029","03613448"
"52_0000_00","236445017","03613455"
"52_0000_00","233032027","03614402"
"52_0000_00","237345013","03614404"
"52_0000_00","233032047","03614404"
"52_0000_00","233032033","03614404"
"52_0000_00","233032029","03614404"
"52_0000_00","233032022","03614410"
"52_0000_00","233032025","03614412"
"52_0000_00","233032039","03614414"
"52_0000_00","233045001","03614416"
"52_0000_00","233032035","03614416"
"52_0000_00","233032024","03614419"
"52_0000_00","233032020","03614422"
"52_0000_00","233032037","03614428"
"52_0000_00","233032045","03614445"
"52_0000_00","236145012","03616101"
"52_0000_00","236145006","03616101"
"52_0000_00","236145005","03616101"
"52_0000_00","236145003","03616101"
"52_0000_00","236145002","03616101"
"52_0000_00","236145001","03616101"
"44_0000_00","228245001","01652480"
"44_0000_00","228345004","01653422"
"44_0000_00","228331001","01653488"
"44_0000_00","228405004","01654408"
"44_0000_00","228405003","01654411"
"44_0000_00","228405008","01654422"
"44_0000_00","228405001","01654444"
"44_0000_00","228402001","01654455"
"44_0000_00","228405002","01654466"
"44_0000_00","228532009","01655411"
"44_0000_00","228532004","01655419"
"44_0000_00","228532003","01655440"
"44_0000_00","228532005","01655443"
"44_0000_00","228532006","01655446"
"44_0000_00","228532008","01655460"
"44_0000_00","228545001","01655480"
"44_0000_00","228632002","01656412"
"44_0000_00","228632005","01656420"
"44_0000_00","228645001","01656430"
"44_0000_00","228632003","01656446"
"44_0000_00","228632004","01656460"
"44_0000_00","228632008","01656480"
"44_0000_00","228632007","01656493"
"44_0000_00","228631001","01656493"
"44_0000_00","228732008","01657407"
"44_0000_00","228732010","01657412"
"44_0000_00","228732011","01657420"
"44_0000_00","228732009","01657434"
"44_0000_00","228732013","01657464"
"44_0000_00","228732012","01657464"
"44_0000_00","228732001","01657479"
"44_0000_00","228745001","01657490"
"44_0000_00","228802009","01658420"
"44_0000_00","228845001","01658422"
"44_0000_00","228802012","01658433"
"44_0000_00","228802013","01658466"
"44_0000_00","228802014","01658477"
"44_0000_00","228802001","01658488"
"44_0000_00","228932012","01659409"
"44_0000_00","228932006","01659413"
"44_0000_00","228932005","01659426"
"44_0000_00","228932015","01659430"
"44_0000_00","228932007","01659435"
"44_0000_00","228932014","01659442"
"44_0000_00","228932002","01659446"
"44_0000_00","228932010","01659452"
"44_0000_00","228932009","01659465"
"44_0000_00","228932004","01659470"
"44_0000_00","228932013","01659478"
"44_0000_00","228932016","01659480"
"44_0000_00","228932018","01659485"
"44_0000_00","228932003","01659490"
"44_0000_00","228932019","01659495"
"44_0000_00","228932001","01659495"
"44_0000_00","225945010","01660405"
"44_0000_00","225945007","01660410"
"44_0000_00","225932001","01660420"
"44_0000_00","225945011","01660425"
"44_0000_00","225945005","01660430"
"44_0000_00","225945009","01660435"
"44_0000_00","225945008","01660440"
"44_0000_00","225945006","01660445"
"44_0000_00","225945004","01660450"
"44_0000_00","225945001","01660460"
"44_0000_00","225945002","01660470"
"44_0000_00","222445054","01701000"
"44_0000_00","222445053","01701000"
"44_0000_00","222445052","01701000"
"44_0000_00","222445051","01701000"
"44_0000_00","222445050","01701000"
"44_0000_00","222445049","01701000"
"44_0000_00","222445048","01701000"
"44_0000_00","222445047","01701000"
"44_0000_00","222445045","01701000"
"44_0000_00","222445044","01701000"
"44_0000_00","222445043","01701000"
"44_0000_00","222445042","01701000"
"44_0000_00","222445040","01701000"
"44_0000_00","222445039","01701000"
"44_0000_00","222445038","01701000"
"44_0000_00","222445037","01701000"
"44_0000_00","222445036","01701000"
"44_0000_00","222445034","01701000"
"44_0000_00","222445033","01701000"
"44_0000_00","222445032","01701000"
"44_0000_00","222445031","01701000"
"44_0000_00","222445029","01701000"
"44_0000_00","222445028","01701000"
"44_0000_00","222445027","01701000"
"44_0000_00","222445026","01701000"
"44_0000_00","222445025","01701000"
"44_0000_00","222445024","01701000"
"44_0000_00","222445023","01701000"
"44_0000_00","222445022","01701000"
"44_0000_00","222445021","01701000"
"44_0000_00","222445020","01701000"
"44_0000_00","222445019","01701000"
"44_0000_00","222445017","01701000"
"44_0000_00","222445016","01701000"
"44_0000_00","222445015","01701000"
"44_0000_00","222445014","01701000"
"44_0000_00","222445013","01701000"
"44_0000_00","222445011","01701000"
"44_0000_00","222445010","01701000"
"44_0000_00","222445009","01701000"
"44_0000_00","222445008","01701000"
"44_0000_00","222445005","01701000"
"44_0000_00","222443001","01701000"
"44_0000_00","223132010","01703000"
"44_0000_00","220145002","01703000"
"44_0000_00","220145001","01703000"
"44_0000_00","220132006","01703000"
"44_0000_00","220331001","01704000"
"44_0000_00","220445021","01705000"
"44_0000_00","220445020","01705000"
"44_0000_00","220445016","01705000"
"44_0000_00","220445015","01705000"
"44_0000_00","220445010","01705000"
"44_0000_00","220445009","01705000"
"44_0000_00","220445008","01705000"
"44_0000_00","220445001","01705000"
"44_0000_00","220432013","01705000"
"44_0000_00","220432011","01705000"
"44_0000_00","220432008","01705000"
"44_0000_00","220432002","01705000"
"44_0000_00","220432001","01705000"
"44_0000_00","224432002","01706000"
"44_0000_00","220532002","01706000"
"44_0000_00","220532001","01706000"
"44_0000_00","220502001","01706000"
"44_0000_00","220845007","01713000"
"44_0000_00","220845006","01713000"
"44_0000_00","220845001","01713000"
"44_0000_00","220832001","01713000"
"44_0000_00","220945015","01716000"
"44_0000_00","220945012","01716000"
"44_0000_00","220945011","01716000"
"44_0000_00","220945010","01716000"
"44_0000_00","220945008","01716000"
"44_0000_00","220945005","01716000"
"44_0000_00","220932002","01716000"
"44_0000_00","227045004","01719000"
"44_0000_00","227045003","01719000"
"44_0000_00","227045002","01719000"
"44_0000_00","227045001","01719000"
"44_0000_00","221045007","01719000"
"44_0000_00","221045005","01719000"
"44_0000_00","221045002","01719000"
"44_0000_00","221045001","01719000"
"44_0000_00","221145001","01730000"
"44_0000_00","229145001","01755000"
"52_0000_00","232332022","03601101"
"52_0000_00","232332016","03601153"
"52_0000_00","232332006","03601153"
"52_0000_00","232332020","03601402"
"52_0000_00","232332004","03601403"
"52_0000_00","232332013","03601405"
"52_0000_00","232332019","03601406"
"52_0000_00","232332015","03601408"
"52_0000_00","232545015","03605101"
"52_0000_00","232545003","03605101"
"52_0000_00","232545001","03605101"
"52_0000_00","232545016","03605109"
"52_0000_00","232545007","03605109"
"52_0000_00","232545005","03605109"
"52_0000_00","232545004","03605109"
"52_0000_00","232545008","03605157"
"52_0000_00","232503009","03605157"
"52_0000_00","232545011","03605410"
"52_0000_00","232545010","03605419"
"52_0000_00","232545014","03605431"
"52_0000_00","232545013","03605431"
"52_0000_00","232545009","03605434"
"52_0000_00","236045010","03607402"
"52_0000_00","236045004","03607402"
"52_0000_00","236045011","03607404"
"52_0000_00","236045006","03607404"
"52_0000_00","236045005","03607404"
"52_0000_00","236045009","03607407"
"52_0000_00","236045008","03607407"
"52_0000_00","236045007","03607407"
"52_0000_00","236045012","03607410"
"52_0000_00","236845021","03608101"
"52_0000_00","236845020","03608101"
"52_0000_00","236845005","03608101"
"52_0000_00","236845002","03608101"
"52_0000_00","236845001","03608101"
"52_0000_00","236845009","03608402"
"52_0000_00","236845016","03608404"
"52_0000_00","236845015","03608404"
"52_0000_00","236845011","03608407"
"52_0000_00","236845007","03608407"
"52_0000_00","230545001","03608407"
"52_0000_00","236845018","03608410"
"52_0000_00","236845003","03608412"
"52_0000_00","236845010","03608413"
"52_0000_00","236845008","03608416"
"52_0000_00","236845006","03608416"
"52_0000_00","236845019","03608419"
"52_0000_00","236845017","03608419"
"52_0000_00","236845012","03608420"
"52_0000_00","233732010","03625404"
"52_0000_00","233732001","03625404"
"52_0000_00","233732015","03625407"
"52_0000_00","233732021","03625410"
"52_0000_00","233732014","03625410"
"52_0000_00","233732004","03625412"
"52_0000_00","233732006","03625413"
"52_0000_00","233732005","03625416"
"52_0000_00","233732023","03625419"
"52_0000_00","233732019","03625419"
"52_0000_00","233732012","03625422"
"52_0000_00","233945019","03627101"
"52_0000_00","233945018","03627101"
"52_0000_00","233945013","03627101"
"52_0000_00","233945004","03627101"
"52_0000_00","233945001","03627101"
"52_0000_00","233945016","03627402"
"52_0000_00","233945014","03627402"
"52_0000_00","233945012","03627404"
"52_0000_00","233945006","03627407"
"52_0000_00","233945015","03627410"
"52_0000_00","233945007","03627410"
"52_0000_00","233945017","03627413"
"52_0000_00","233945008","03627413"
"52_0000_00","233945009","03627416"
"52_0000_00","233945011","03627419"
"52_0000_00","233945005","03627422"
"52_0000_00","233945010","03627425"
"52_0000_00","237145007","03628402"
"52_0000_00","237145001","03628404"
"52_0000_00","237145013","03628407"
"52_0000_00","237145009","03628410"
"52_0000_00","237145012","03628416"
"52_0000_00","237145008","03628416"
"52_0000_00","237145015","03628422"
"52_0000_00","237145011","03628422"
"52_0000_00","237145016","03628428"
"52_0000_00","237145010","03628431"
"52_0000_00","237445021","03633156"
"52_0000_00","234203017","03633156"
"52_0000_00","234203009","03633156"
"52_0000_00","237445019","03633404"
"52_0000_00","237445008","03633407"
"52_0000_00","234203015","03633410"
"52_0000_00","234203011","03633413"
"52_0000_00","234203010","03633422"
"52_0000_00","234203019","03633431"
"52_0000_00","234203024","03633434"
"52_0000_00","234203021","03633440"
"52_0000_00","234203014","03633449"
"52_0000_00","234203020","03633452"
"52_0000_00","237445018","03633461"
"52_0000_00","234203018","03633464"
"52_0000_00","234345001","03634101"
"52_0000_00","234332014","03634101"
"52_0000_00","234332009","03634402"
"52_0000_00","234332016","03634403"
"52_0000_00","234332011","03634403"
"52_0000_00","234332005","03634403"
"52_0000_00","234332007","03634407"
"52_0000_00","234332006","03634407"
"52_0000_00","234332003","03634407"
"52_0000_00","234332010","03634413"
"52_0000_00","234332015","03634422"
"52_0000_00","234332012","03634425"
"52_0000_00","234332002","03634428"
"52_0000_00","237445030","03630101"
"52_0000_00","237445029","03630101"
"52_0000_00","237445028","03630101"
"52_0000_00","237445027","03630101"
"52_0000_00","237445026","03630101"
"52_0000_00","237445025","03630101"
"52_0000_00","237445024","03630101"
"52_0000_00","237445020","03630101"
"52_0000_00","237445017","03630101"
"52_0000_00","237445016","03630101"
"52_0000_00","237445007","03630101"
"52_0000_00","237445006","03630101"
"52_0000_00","231432001","03630101"
"52_0000_00","237445023","03630404"
"52_0000_00","237445015","03630416"
"52_0000_00","237445014","03630419"
"52_0000_00","237445005","03630419"
"52_0000_00","237445011","03630425"
"52_0000_00","237445009","03630428"
"52_0000_00","237445004","03630437"
"52_0000_00","237445003","03630443"
"52_0000_00","237445013","03630446"
"52_0000_00","237445010","03630450"
"52_0000_00","237445012","03630455"
"52_0000_00","234145004","03632402"
"52_0000_00","234145009","03632403"
"52_0000_00","234145014","03632404"
"52_0000_00","234145008","03632407"
"52_0000_00","234145012","03632410"
"52_0000_00","234145011","03632410"
"52_0000_00","234145003","03632410"
"52_0000_00","234145002","03632410"
"52_0000_00","234145001","03632410"
"52_0000_00","234145015","03632413"
"52_0000_00","234145007","03632414"
"52_0000_00","234145005","03632415"
"52_0000_00","234145006","03632416"
"52_0000_00","234145013","03632417"
"52_0000_00","237445031","03633151"
"52_0000_00","237445022","03633151"
"52_0000_00","236145014","03616402"
"52_0000_00","236145019","03616404"
"52_0000_00","236145023","03616407"
"52_0000_00","236145016","03616407"
"52_0000_00","236145015","03616410"
"52_0000_00","236145020","03616413"
"52_0000_00","236145021","03616416"
"52_0000_00","236145033","03616419"
"52_0000_00","236145018","03616419"
"52_0000_00","236145024","03616420"
"52_0000_00","236145022","03616421"
"52_0000_00","236145017","03616422"
"52_0000_00","236145013","03616422"
"52_0000_00","236445039","03618101"
"52_0000_00","236445014","03618101"
"52_0000_00","236445013","03618101"
"52_0000_00","236445001","03618101"
"52_0000_00","231332001","03618101"
"52_0000_00","236445012","03618404"
"52_0000_00","236445008","03618407"
"52_0000_00","236445011","03618410"
"52_0000_00","236445002","03618410"
"52_0000_00","236445003","03618413"
"52_0000_00","236445006","03618419"
"52_0000_00","236445010","03618422"
"52_0000_00","236445007","03618432"
"52_0000_00","236445004","03618452"
"52_0000_00","233345006","03619405"
"52_0000_00","233345004","03619405"
"52_0000_00","233345009","03619406"
"52_0000_00","233345002","03619406"
"52_0000_00","233345003","03619407"
"52_0000_00","233345005","03619408"
"52_0000_00","233345001","03619420"
"52_0000_00","233345007","03619422"
"52_0000_00","233345010","03619427"
"52_0000_00","233345008","03619435"
"52_0000_00","233445014","03620402"
"52_0000_00","233445005","03620402"
"52_0000_00","233445002","03620402"
"52_0000_00","233445001","03620402"
"52_0000_00","233445009","03620404"
"52_0000_00","233445010","03620405"
"52_0000_00","233445011","03620407"
"52_0000_00","233445003","03620410"
"52_0000_00","233445006","03620413"
"52_0000_00","233445008","03620414"
"52_0000_00","233445012","03620416"
"52_0000_00","233445007","03620416"
"52_0000_00","233445013","03620419"
"52_0000_00","237345010","03621101"
"52_0000_00","237345007","03621101"
"52_0000_00","237345006","03621101"
"52_0000_00","237345003","03621402"
"52_0000_00","237345008","03621407"
"52_0000_00","237345012","03621413"
"52_0000_00","237345009","03621413"
"52_0000_00","237345005","03621419"
"52_0000_00","237345011","03621425"
"52_0000_00","233645017","03623407"
"52_0000_00","233645019","03623410"
"52_0000_00","233645015","03623410"
"52_0000_00","233645010","03623412"
"52_0000_00","233645007","03623413"
"52_0000_00","233645009","03623419"
"52_0000_00","233645006","03623419"
"52_0000_00","233645005","03623419"
"52_0000_00","233645003","03623419"
"52_0000_00","233645002","03623419"
"52_0000_00","233645014","03623420"
"52_0000_00","233645011","03623422"
"52_0000_00","233645018","03623425"
"52_0000_00","233645016","03623425"
"52_0000_00","233645012","03623428"
"52_0000_00","233645004","03623431"
"52_0000_00","233845008","03624411"
"52_0000_00","233845004","03624411"
"52_0000_00","233845003","03624414"
"52_0000_00","233845001","03624418"
"52_0000_00","233845006","03624421"
"52_0000_00","233845007","03624424"
"52_0000_00","233845005","03624424"
"52_0000_00","233745002","03625101"
"52_0000_00","233745001","03625101"
"52_0000_00","233732018","03625101"
"52_0000_00","233732009","03625101"
"52_0000_00","233732011","03625402"
"52_0000_00","236545016","03655412"
"52_0000_00","236545005","03655415"
"52_0000_00","237245023","03656402"
"52_0000_00","237245022","03656404"
"52_0000_00","237245019","03656404"
"52_0000_00","237245018","03656410"
"52_0000_00","237245016","03656419"
"52_0000_00","237245004","03656434"
"52_0000_00","237245017","03656437"
"52_0000_00","237245021","03656440"
"52_0000_00","237245024","03656443"
"52_0000_00","237245020","03656443"
"52_0000_00","235732001","03656443"
"52_0000_00","237345034","03657101"
"52_0000_00","237345033","03657101"
"52_0000_00","237345020","03657101"
"52_0000_00","237345019","03657101"
"52_0000_00","237345018","03657101"
"52_0000_00","237345001","03657101"
"52_0000_00","237345024","03657402"
"52_0000_00","237345036","03657404"
"52_0000_00","237345035","03657404"
"52_0000_00","237345017","03657405"
"52_0000_00","237345029","03657407"
"52_0000_00","237345023","03657410"
"52_0000_00","237345026","03657413"
"52_0000_00","237345032","03657416"
"52_0000_00","237345025","03657419"
"52_0000_00","237345021","03657422"
"52_0000_00","237345031","03657425"
"52_0000_00","237345030","03657428"
"52_0000_00","237345027","03657431"
"52_0000_00","237345028","03657433"
"52_0000_00","236145031","03659402"
"52_0000_00","236145028","03659404"
"52_0000_00","236145029","03659407"
"52_0000_00","236145032","03659409"
"52_0000_00","236145026","03659410"
"52_0000_00","236145025","03659413"
"52_0000_00","236145030","03659416"
"52_0000_00","236145027","03659419"
"52_0000_00","231245009","03701000"
"52_0000_00","231245008","03701000"
"52_0000_00","231245007","03701000"
"52_0000_00","231245006","03701000"
"52_0000_00","231245005","03701000"
"52_0000_00","231245004","03701000"
"52_0000_00","231245003","03701000"
